smallRNA	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
chr6:27541831:27541857:-:piR-57942:DQ590830	1.8237779895614308	1.0934334426173045	2.554122536505557	4.9619864034255174	5.727829220309323	3.922946685601315e-4	0.043142563953383	0.535517967527614
chr6:26327587:26327613:+:piR-57942:DQ590830	1.7922923491982674	1.065896234942038	2.518688463454497	4.973447970700821	5.659541126219556	4.253037731331912e-4	0.043142563953383	0.45529887387039913
chr6:27478810:27478836:+:piR-57942:DQ590830	1.7903639932273503	1.0646778971165953	2.5160500893381053	4.979788698579302	5.65898332639587	4.2558562082154226e-4	0.043142563953383	0.45449152979340823
chr6:27495812:27495838:+:piR-57942:DQ590830	1.7914163139452048	1.0604657326895324	2.5223668952008773	4.975442634759925	5.621528162087457	4.449871527608266e-4	0.043142563953383	0.410678152023106
chr5:181206867:181206898:+:piR-36225:DQ598159	1.8253545882196223	1.0746454057705543	2.57606377066869	4.34271429684312	5.577266478515306	4.6917153139423395e-4	0.04341969263266638	0.30447726644580086
chr5:134928083:134928106:+:hsa-miR-4461	5.643238496807983	3.296715171241942	7.9897618223740245	-1.1583325512636435	5.516319483974535	5.048566865101087e-4	0.04447392402600465	-0.255775029132292
chr1:145157156:145157229:+:tRNA-Val-CAC-chr1-16	1.712026018832514	0.9960995933706096	2.4279524442944185	5.181442212500598	5.485141674361505	5.242505779096816e-4	0.04447392402600465	0.22778380575849688
chr17:32830222:32830329:-:HY1	5.111097475654551	2.9576775057602225	7.26451744554888	-0.7260807105206543	5.44416537378445	5.509882447835541e-4	0.044872482655172644	-0.5182183736065413
chr16:69781036:69781120:+:HY4	4.65282337343246	2.652153851463935	6.653492895400984	-1.3885156033629205	5.334418593517605	6.302263525425609e-4	0.04935157129910207	-0.6554041830600621
chr1:143661181:143661253:-:tRNA-His-GTG-2-1	1.3937978694887647	0.7719138326403153	2.015681906337214	6.363050799426714	5.140865822678067	8.020237293970595e-4	0.05875891012981513	-0.22067757701635937
chr5:181188456:181188488:-:piR-36743:DQ598677	1.6244066745354644	0.8987867457250692	2.3500266033458597	9.144712063889521	5.134893552011124	8.080793141624871e-4	0.05875891012981513	-0.34332784969123953
chr10:103394340:103394361:-:hsa-miR-1307-5p	-1.681060188756577	-2.4418125793133583	-0.9203077981997957	8.393988932512185	-5.068574321839364	8.78775223353851e-4	0.06169608119822209	-0.39405743743622246
chr17:39154532:39154562:-:piR-36249:DQ598183	1.685704347535074	0.9031698206722967	2.4682388743978514	3.801074655264091	4.941101553496103	0.001034319678214335	0.06345943881282544	-0.5236600996744594
chr6:27591813:27591886:-:tRNA-Lys-TTT-4-1	1.5982578752344896	0.8352976588492568	2.3612180916197225	5.62981464802696	4.8049717851025555	0.0012341323169715026	0.06345943881282544	-0.5910911517835045
chr5:181218309:181218339:-:piR-43993:DQ575881	1.3573031124397765	0.7053671094224554	2.0092391154570977	9.352461035907037	4.775488032363256	0.0012827123046177738	0.06345943881282544	-0.8432309336024995
chr6:27753439:27753469:-:piR-43993:DQ575881	1.3578732859637785	0.7052668446561687	2.010479727271388	9.35100781315191	4.77258607646227	0.0012876048036509675	0.06345943881282544	-0.847149094928815
chr3:169772231:169772261:+:piR-60576:DQ594464	1.357474297973507	0.7044999671584704	2.0104486287885437	9.350514919297936	4.768495620687883	0.0012945354370076203	0.06345943881282544	-0.8527247650668688
chr6:27681145:27681175:-:piR-43993:DQ575881	1.3556480529944857	0.703294730747192	2.008001375241779	9.347357302356135	4.766613709745166	0.0012977376195055241	0.06345943881282544	-0.8551878694633972
chr6:27650967:27650997:-:piR-43993:DQ575881	1.358889940735084	0.7047050556997408	2.013074825770427	9.35157240165783	4.764635254196617	0.0013011133441191507	0.06345943881282544	-0.8580450785690754
chr5:181164155:181164185:+:piR-60576:DQ594464	1.3559751686158883	0.7013946750586401	2.0105556621731364	9.349206501842557	4.7515418518360715	0.0013236953453416168	0.06345943881282544	-0.875863872151835
chr9:124887480:124887549:-:U4	5.031025905253151	2.5879920538485255	7.474059756657777	-2.5009456468872644	4.7235982213921455	0.0013733236466581492	0.06345943881282544	-1.0661939791938781
chr11:44762920:44762950:-:piR-43993:DQ575881	1.3567112969385509	0.6941244546597524	2.0192981392173492	9.365190393086486	4.696675070383901	0.0014230523409765603	0.06345943881282544	-0.9512593458926526
chr5:181102292:181102322:-:piR-43993:DQ575881	1.3531538089708555	0.6921182766609633	2.0141893412807477	9.378134123995524	4.695352924496759	0.0014255441804937178	0.06345943881282544	-0.9533867324294674
chr5:181222434:181222464:-:piR-43993:DQ575881	1.3530934002277064	0.6919027880681348	2.014284012387278	9.378932311295262	4.694042081450043	0.0014280193857533557	0.06345943881282544	-0.9552095629213415
chr6:26538055:26538085:+:piR-60576:DQ594464	1.3519301940196193	0.6897947476202411	2.0140656404189974	9.377174504220285	4.683314375009859	0.001448451894616636	0.06345943881282544	-0.9699308646575648
chr5:181097071:181097101:+:piR-60576:DQ594464	1.351905572488814	0.6895002621528411	2.014310882824787	9.376844872033246	4.68132113425043	0.0014522830950086693	0.06345943881282544	-0.9726696500603484
chr1:161399739:161399769:-:piR-43993:DQ575881	1.350402181964606	0.6881579725647554	2.0126463913644566	9.377665442100758	4.6772527933401875	0.0014601369523397376	0.06345943881282544	-0.9783081292011087
chr11:17074652:17074744:-:U14B	7.978264155248514	4.049595883135121	11.906932427361907	0.6631177039769923	4.658101348896876	0.0014977316386172916	0.06345943881282544	-0.781288472320874
chr1:121020768:121020798:-:piR-43993:DQ575881	1.3549340163631634	0.687530765572188	2.0223372671541386	9.370157205875637	4.656672656253427	0.0015005779184694326	0.06345943881282544	-1.0065559214153765
chr1:143804033:143804063:-:piR-43993:DQ575881	1.3549340163631634	0.687530765572188	2.0223372671541386	9.370157205875637	4.656672656253427	0.0015005779184694326	0.06345943881282544	-1.0065559214153765
chr5:181169611:181169641:+:piR-60576:DQ594464	1.391500436441822	0.7045728210961925	2.0784280517874514	9.28730217851946	4.646417737148262	0.0015211807775693772	0.06345943881282544	-1.0193377174362528
chr1:149712591:149712621:-:piR-43993:DQ575881	1.3539998441758065	0.6851529308968218	2.0228467574547913	9.372600840751321	4.643417874143152	0.0015272654724108282	0.06345943881282544	-1.0249012329546812
chr6:27545688:27545770:+:tRNA-Ser-TGA-2-1	1.9987732796597006	1.008079533083441	2.9894670262359604	5.125404179150891	4.627751123410904	0.001559473863816941	0.06350177573462583	-0.8285222073089766
chr6:27505827:27505909:-:tRNA-Ser-TGA-4-1	1.7426700163862359	0.8749179869780394	2.6104220457944325	5.213678494178344	4.606439827999904	0.0016044724765979504	0.06405305808536131	-0.8697868760564793
chr3:134783465:134783555:-:5S	9.982515421280272	4.942338601328593	15.022692241231951	1.755674265481788	4.5429724035053924	0.0017470123957172017	0.06840225457077351	-1.0292810032158615
chr8:55909094:55909477:-:LSU-rRNA_Hsa	6.446785099903497	3.1689700696776852	9.724600130129309	2.2110521996614683	4.511330375884335	0.0018231421094024496	0.06934432498401692	-0.9649945864206808
chr5:181173651:181173681:+:piR-60576:DQ594464	1.3935829094660974	0.6840065834062599	2.103159235525935	9.333355761709448	4.5048421275948805	0.0018391913306173447	0.06934432498401692	-1.2171399961939207
chr4:69430863:69431035:-:LSU-rRNA_Hsa	6.618794961992654	3.192664375505916	10.044925548479391	-1.3070162590521117	4.431195358320581	0.002032455589476607	0.07523781054862494	-1.0436512000178118
chr6:117060686:117060796:+:5S	5.591773165883901	2.6758580788079915	8.507688252959811	1.0815518793472407	4.398661623869397	0.002124716630095668	0.07724862605133535	-1.186177062127756
chr12:98503502:98503574:+:tRNA-Asp-GTC-1-1	1.400898391565077	0.6312339441744694	2.170562838955685	7.006258322755647	4.174948208415686	0.002895387250691189	0.1022944609337126	-1.6836172303648427
chr6:28478622:28478704:-:tRNA-Leu-AAG-4-1	2.139953029098925	0.9629500456910911	3.3169560125067585	2.567698358217468	4.170350516524288	0.002914085822276685	0.1022944609337126	-1.3567255182716762
chr3:118266922:118267008:+:LSU-rRNA_Hsa	6.365815364006606	2.741867131896925	9.989763596116287	-1.2322456297633217	4.029191735366545	0.003556197880740178	0.12271896415571189	-1.559260462176871
chr1:144412575:144412741:+:U1	-0.814524954287819	-1.2986838784884724	-0.33036603008716564	7.918223370472956	-3.8588894266514755	0.00453925163772851	0.15369812111138328	-2.043447641415823
chr20:30513415:30514664:-:LSU-rRNA_Hsa	1.397403738951005	0.5646347382064864	2.2301727396955235	5.979411069222201	3.8489585312461676	0.004604904414437319	0.15369812111138328	-2.0289752657196436
chr22:35335709:35335731:+:hsa-miR-3909	-3.6954745120674617	-5.91440725347792	-1.4765417706570028	1.270744783320072	-3.8200755705158422	0.004801673598204098	0.1576807652571539	-1.889869393280589
chr1:148388489:148388651:-:U1	-0.7959964826409083	-1.280295967186296	-0.31169699809552065	7.935574945327917	-3.7700145249266677	0.005164270961399808	0.16689612186365094	-2.1766878892172716
chr12:124939965:124939996:+:piR-36225:DQ598159	1.8599658278455058	0.7206832575866629	2.9992483981043487	5.022124322722708	3.744720374108217	0.0053584744406730824	0.1697580670914885	-2.1730774022832584
chr12:124921795:124921826:-:piR-36225:DQ598159	1.8841182312082845	0.7276457748712433	3.0405906875453255	5.019886624298855	3.7369625006904927	0.0054195846566536116	0.1697580670914885	-2.182911846616369
chr18:46089304:46089377:-:tRNA-Lys-CTT-6-1	4.782145628543533	1.8204456080291131	7.743845649057953	3.503935869870633	3.7036301473941995	0.005690714910518394	0.17554993269417346	-1.9311854126708976
chr22:46113685:46113768:+:hsa-let-7b	-6.069653056174631	-9.845724758230604	-2.293581354118658	3.6091621581067113	-3.68696925906215	0.005831611653250983	0.17721136307491048	-2.0062820250316435
chr6:27893055:27893084:-:piR-56252:DQ589140	-6.303756015985549	-10.25385010682631	-2.3536619251447886	0.21877072264553396	-3.6604782999415617	0.0060633271572238506	0.1815431484133494	-2.0366892879940055
chr6:26571863:26571936:-:tRNA-Ala-AGC-11-1	1.290524090034781	0.47290278890679593	2.108145391162766	3.3712335002466607	3.6204270413422854	0.006432409983000812	0.18664995047078078	-2.079295750907211
chr17:75034430:75034503:-:tRNA-Arg-CCT-2-1	1.850551734678779	0.6776548065810917	3.0234486627764663	6.207870097718705	3.6189890047228412	0.006446097493413819	0.18664995047078078	-2.205119911805671
chr19:4724634:4724707:-:tRNA-Val-CAC-3-1	1.0401296472445587	0.3788679147908912	1.7013913796982263	5.173469120992444	3.6079454812850935	0.00655224735567093	0.18664995047078078	-2.29313088908623
chr12:27690372:27690445:+:tRNA-Lys-TTT-11-1	4.092559260382956	1.487130976482458	6.697987544283453	-2.262354628635497	3.602979033445757	0.00660058763943822	0.18664995047078078	-2.2003817867291215
chr18:39335067:39335095:-:piR-39972:DQ601906	-4.309726086438624	-7.079453582179586	-1.5399985906976612	0.5754717902155915	-3.5690982860540195	0.006940618562588921	0.18887447875972532	-2.165122768080643
chr3:121494684:121494712:+:piR-39972:DQ601906	-4.309726086438624	-7.079453582179586	-1.5399985906976612	0.5754717902155915	-3.5690982860540195	0.006940618562588921	0.18887447875972532	-2.165122768080643
chr16:2155022:2155105:-:U60	5.608763409144869	1.9830636494525922	9.234463168837145	-2.819482614814809	3.548306808946997	0.007158435489788708	0.18887447875972532	-2.179043330387779
chr1:143699455:143699619:-:U1	-0.7550330385424235	-1.2454701542107722	-0.2645959228740749	7.962985520188655	-3.5312503462635054	0.007342527076980087	0.18887447875972532	-2.5378500938135
chr2:190537921:190538060:-:LSU-rRNA_Hsa	2.0298271488056865	0.7102647116355427	3.34938958597583	1.928463521799351	3.5283770946124418	0.007374028330211243	0.18887447875972532	-2.1949751612110284
chr22:46113744:46113766:+:hsa-let-7b-3p	5.624555768472872	1.954266068936776	9.294845468008969	-2.679513700446577	3.5150682665920048	0.0075218180451685325	0.18887447875972532	-2.2050556168153816
chr1:71067680:71067702:-:hsa-miR-186-5p	-0.8284811847425786	-1.3693115159423344	-0.2876508535428228	9.228223006365093	-3.5137227567529408	0.0075369329147196955	0.18887447875972532	-2.6576441685568275
chr14:21397292:21397401:-:mgU6-53	-4.915824326492187	-8.125717884276712	-1.705930768707661	-0.8241069574495139	-3.5127852848480496	0.007547483054037829	0.18887447875972532	-2.2200212412099125
chr19:24000004:24000666:-:LSU-rRNA_Hsa	5.42069939577746	1.8772950015161736	8.964103790038745	-1.635959110812167	3.5089767153486036	0.007590504919514338	0.18887447875972532	-2.168036931511677
chr13:91351107:91351129:+:hsa-miR-20a-3p	-3.8610962575962295	-6.3863942086962355	-1.3357983064962236	1.348249505999655	-3.5070655555961054	0.007612191179324742	0.18887447875972532	-2.2459218538151955
chr16:3160384:3160479:+:tRNA-Pro-AGG-3-1	5.124338323492462	1.7348196690279463	8.513856977956978	2.4767822906699104	3.4677329775344994	0.00807336070353882	0.18887447875972532	-2.2354289673038847
chr11:59556428:59556501:+:tRNA-Lys-TTT-5-1	0.9805558493804218	0.33072766435237155	1.6303840344084721	7.109821838360345	3.4611440307717505	0.008153459443068577	0.18887447875972532	-2.624981641724947
chr12:74953560:74953670:-:LSU-rRNA_Hsa	4.66292726286091	1.5693779651322415	7.756476560589578	-2.4831583884030892	3.4573829132214864	0.008199557504284123	0.18887447875972532	-2.293031757314003
chr19:41242236:41242309:-:tRNA-Lys-TTT-10-1	4.113149279421242	1.3835318480044738	6.84276671083801	-2.1497104116490697	3.456356816112706	0.008212181573218916	0.18887447875972532	-2.3510633673969057
chr19:35575847:35575920:+:tRNA-Lys-CTT-10-1	4.805987231107161	1.6104976764450671	8.001476785769254	-1.422679015715932	3.4497775522769594	0.008293615463812135	0.18887447875972532	-2.2894797156857813
chr1:205474142:205474215:+:tRNA-Lys-TTT-8-1	4.14946342307789	1.3894504473716975	6.909476398784083	-2.118900358209399	3.4484719553434524	0.008309876443862626	0.18887447875972532	-2.3573040377875483
chr17:81125925:81125948:+:hsa-miR-3065-3p	-4.189846993518613	-6.9783142660629585	-1.4013797209742682	2.1182498359724993	-3.446501671283423	0.008334479740732807	0.18887447875972532	-2.328252647297606
chr1:145465616:145465780:-:U1	-7.3887777032493105	-12.307891440981216	-2.4696639655174053	1.7186778048407452	-3.4453362851062037	0.008349068314526168	0.18887447875972532	-2.2788344530331215
chr7:1022954:1022977:-:hsa-miR-339-3p	-0.963904873047154	-1.607260318875365	-0.3205494272189432	6.040670960059061	-3.436600713648807	0.008459284198758348	0.1892648640513406	-2.572464965567558
chr1:220200545:220200676:-:ACA36B	-3.4313381821198226	-5.7334093606930985	-1.129267003546547	0.6994479377600968	-3.418933525408777	0.008686908900538559	0.1922450708858316	-2.3821527249304424
chrX:136879198:136879271:-:U61	5.565831343673139	1.7853364492244617	9.346326238121817	-2.5487709225230297	3.376970508130769	0.009253845259912054	0.20088133812158054	-2.4189575838096564
chr5:93620709:93620730:-:hsa-miR-2277-3p	-3.568388901128589	-5.993215292080961	-1.143562510176217	0.48524005010057875	-3.3754945520161193	0.009274482211900083	0.20088133812158054	-2.4087665579373563
chr14:100307875:100307897:+:hsa-miR-345-5p	-0.8455161706348653	-1.4254484624599646	-0.26558387880976597	8.12291400685651	-3.344186641288182	0.009723841341179	0.20148977271790283	-2.8629581432258475
chr2:61665357:61665424:+:LSU-rRNA_Hsa	2.5034548461068042	0.7832660510378826	4.223643641175726	-0.5880593746536923	3.338178300554782	0.009812668634045358	0.20148977271790283	-2.4024021868538177
chr8:108292362:108292433:-:LSU-rRNA_Hsa	2.9187100173224927	0.9040138366703552	4.93340619797463	1.6753155522511691	3.3229764781116713	0.010041245365553163	0.20148977271790283	-2.433391700691604
chr20:21755263:21755291:+:piR-52411:DQ585299	-6.7171256871747875	-11.35638326561675	-2.077868108732827	-0.028679529067624793	-3.321091723909524	0.01006997248195264	0.20148977271790283	-2.409098361351239
chr11:93721513:93721866:+:mgU2-19/30	1.0706425022543868	0.33075624434386863	1.810528760164905	5.2233596330161305	3.319138694956479	0.010099831403921674	0.20148977271790283	-2.8218719535494645
chr5:80650040:80650129:-:LSU-rRNA_Hsa	4.350359695868285	1.3409897253665966	7.359729666369973	-0.7961710901432	3.315854499247676	0.010150251932006138	0.20148977271790283	-2.44558524712071
chr6:57800210:57800284:+:tRNA-Ile-AAT-chr6-79	4.768282340452494	1.467166307466341	8.069398373438647	-0.46146390905693296	3.3131954380919337	0.010191268914169247	0.20148977271790283	-2.4414959452807703
chr17:58331244:58331267:-:hsa-miR-142-3p	-1.0776231129573812	-1.8242569773394781	-0.33098924857528433	8.126800341096533	-3.310587685395848	0.010231663674611662	0.20148977271790283	-2.9247854431437355
chr14:73588831:73588859:-:piR-45884:DQ577772	8.559445995233293	2.6362714570421444	14.482620533424441	-0.13504982907381655	3.3287850675360997	0.010312131181187956	0.20148977271790283	-2.4110496998868443
chr12:57824657:57824679:-:hsa-miR-26a-5p	-0.7753478603925661	-1.3143534008724294	-0.23634231991270283	10.957666825462454	-3.2995084505045886	0.010405169078399957	0.20148977271790283	-3.0568569124932576
chr17:59841272:59841294:+:hsa-miR-21-5p	-0.9895292069820503	-1.6799187402869666	-0.2991396736771339	14.989206568038657	-3.2876100573119884	0.010594949549192875	0.20148977271790283	-3.176651078012061
chr17:60786231:60786302:+:tRNA-Sup-TTA-1-1	3.8657375870934634	1.1674823722357552	6.563992801951171	-2.172274857138938	3.286209346590269	0.010617529000284438	0.20148977271790283	-2.541764663578485
chr1:1167159:1167181:+:hsa-miR-200b-3p	-0.7277317638755605	-1.2364321913148697	-0.21903133643625128	12.632746813055078	-3.2813692982359206	0.010695940287191417	0.20148977271790283	-3.1311478905633843
chr1:93847572:93847657:+:tRNA-Arg-TCT-1-1	6.20824204403994	1.8642158375364426	10.552268250543438	0.7157532298054724	3.278099153426736	0.010749262298796339	0.20148977271790283	-2.504424318337733
chr21:8253841:8255704:+:SSU-rRNA_Hsa	-4.975496980939428	-8.45564505361187	-1.4953489082669864	8.852420692980921	-3.2933157647206848	0.010873738174784913	0.20148977271790283	-2.912923478647104
chr3:37969412:37969434:+:hsa-miR-26a-5p	-0.7736731639981898	-1.3164026368558872	-0.2309436911404923	10.952873784589851	-3.269791104678011	0.010885989685151922	0.20148977271790283	-3.1030993681892842
chr17:1713913:1713935:-:hsa-miR-22-3p	-1.015781709599219	-1.7331440692283882	-0.2984193499700498	12.240987406833389	-3.2479376594348475	0.011254421443690711	0.20643245098517377	-3.168932902677085
chrX:18674908:18674981:-:tRNA-Val-TAC-1-2-tRF5	-4.315416617148566	-7.392847297185468	-1.237985937111664	-1.8239634573017054	-3.2164761243529956	0.011807960215939639	0.2146518482111884	-2.5523613787296267
chr3:181822870:181822990:-:5S	2.974636682719413	0.8213818883989954	5.12789147703983	6.54490768209539	3.1687238159262976	0.01270322844875431	0.22408629471977504	-2.8376559408011794
chr4:87412227:87412295:+:HY4	4.2310158570179635	1.1638048583995824	7.2982268556363445	-1.6900534930269557	3.164075818936084	0.012794083384244368	0.22408629471977504	-2.6432176572826793
chr17:30059054:30059147:-:HY4	4.710824601275588	1.2861388711735926	8.135510331377583	-1.3128297976246741	3.1551651170755908	0.012970166228067128	0.22408629471977504	-2.630175894131873
chr8:140732622:140732643:-:hsa-miR-151a-5p	-0.7508629933851445	-1.297411784598921	-0.20431420217136798	7.381853308052787	-3.1512121617271824	0.013049089062115514	0.22408629471977504	-3.1285768306811996
chr1:1167915:1167937:+:hsa-miR-200a-3p	-0.6717527754781649	-1.1612701183741885	-0.18223543258214137	10.639609416871995	-3.1476560360128936	0.013120517722937854	0.22408629471977504	-3.273492837403937
chr9:125105431:125105491:+:U2	4.277604877322496	1.144549659612057	7.410660095032934	-0.2580851930910152	3.1316880765284876	0.013446321586016722	0.22408629471977504	-2.679837052910856
chr19:51693267:51693291:+:hsa-miR-125a-5p	-0.7109291231191053	-1.2317010519772638	-0.1901571942609468	5.499962111979565	-3.1312995857703414	0.01345435265869579	0.22408629471977504	-3.0625303311069145
chr2:11561193:11561250:+:U2	4.222672481353758	1.126693428400856	7.31865153430666	-0.5526930271445382	3.128493564563825	0.013512509017671839	0.22408629471977504	-2.6883223419672757
chr11:77886427:77886755:+:LSU-rRNA_Hsa	1.3980103534972956	0.3726367190058899	2.4233839879887014	7.304774934149176	3.1273329677900468	0.013536639690034005	0.22408629471977504	-3.1891271029988433
chr15:50237250:50237300:+:HY4	4.165186588314714	1.1064172407223567	7.223955935907071	-1.7191172360342968	3.1234432057711903	0.013617842598390202	0.22408629471977504	-2.692839350895402
chr5:171386677:171386698:-:hsa-miR-3912-3p	-3.5177988487708767	-6.1049345306654885	-0.9306631668762644	1.1908562842052446	-3.118872910130655	0.013713902327647942	0.22408629471977504	-2.6949039808828514
chr7:129774738:129774761:-:hsa-miR-96-5p	-0.8402766872212837	-1.460031065262576	-0.22052230917999127	3.957411426299294	-3.1099155276962245	0.013904227366134066	0.22408629471977504	-2.9263070515207694
chr7:22856612:22856686:+:HBII-336	0.9930534813803362	0.2576326080459662	1.7284743547147063	6.320241331176303	3.097294972750228	0.014177074549237006	0.22408629471977504	-3.2295499643084784
chr19:57960994:57961026:+:piR-31143:DQ571031	1.4062283207497082	0.3648146628943816	2.4476419786050347	4.632957695501138	3.0972656262199316	0.01417771546532131	0.22408629471977504	-2.9453375020040418
chr15:39312393:39312434:-:U2	4.224997800870672	1.072453379266153	7.377542222475191	-0.3154172927393487	3.0740516060486125	0.014694282685089833	0.22408629471977504	-2.7485853336341397
chr6:27235508:27235581:+:tRNA-Val-AAC-5-1	1.7028715120575812	0.4318542620901935	2.973888762024969	4.3824146973771505	3.073097341467226	0.0147159323536397	0.22408629471977504	-3.136225856130762
chr21:8196105:8196636:+:LSU-rRNA_Hsa	1.1168667769661171	0.2826153107429681	1.9511182431892662	6.397587796889796	3.0707911145580993	0.014768391634484698	0.22408629471977504	-3.235250348345178
chr21:8379150:8379681:+:LSU-rRNA_Hsa	1.1168667769661171	0.2826153107429681	1.9511182431892662	6.397587796889796	3.0707911145580993	0.014768391634484698	0.22408629471977504	-3.235250348345178
chr22_KI270733v1_random:112342:112873:+:LSU-rRNA_Hsa	1.1168667769661171	0.2826153107429681	1.9511182431892662	6.397587796889796	3.0707911145580993	0.014768391634484698	0.22408629471977504	-3.235250348345178
chrUn_GL000220v1:95614:96145:+:LSU-rRNA_Hsa	1.1168667769661171	0.2826153107429681	1.9511182431892662	6.397587796889796	3.0707911145580993	0.014768391634484698	0.22408629471977504	-3.235250348345178
chr1:220117915:220117936:-:hsa-miR-215-5p	-0.8659247566749393	-1.5130123620032139	-0.2188371513466646	8.44232848622584	-3.069466915279393	0.014798600905221043	0.22408629471977504	-3.3135375383543955
chr11:64891202:64891223:-:hsa-miR-192-5p	-0.8271288280731746	-1.4459649983464669	-0.20829265779988226	16.549162516304996	-3.0657966788837907	0.014882667659066328	0.22408629471977504	-3.557456905317286
chr12:6964154:6964176:+:hsa-miR-141-3p	-0.8214126093219196	-1.4368353243147074	-0.20598989432913173	12.718444368316545	-3.0614962024876564	0.014981803019823665	0.22408629471977504	-3.487349106052044
chr6:27280269:27280342:-:tRNA-Val-CAC-2-1	0.9548989886097559	0.23892194764923824	1.6708760295702736	7.447505347238321	3.0591742766086516	0.01503561400653453	0.22408629471977504	-3.306290514837634
chr6:28693209:28693283:-:tRNA-Lys-TTT-13-1	4.306415944540646	1.0709541299561658	7.541877759125127	-1.5831870684651228	3.0529913778854945	0.01517988688063673	0.22408629471977504	-2.7674384642869176
chr11:9275242:9275316:+:tRNA-Leu-CAA-5-1	4.22529993137052	1.0450257231187026	7.405574139622337	-1.0795614113173089	3.047465916222156	0.015310037931156468	0.22408629471977504	-2.7743196188495745
chr9:38147426:38147562:+:U8	0.9045847440008234	0.22370406909713914	1.5854654189045077	4.22815654998027	3.0473625958374604	0.015312482648361542	0.22408629471977504	-3.095367570386925
chr11:64891403:64891425:-:hsa-miR-194-5p	-0.8263038311617077	-1.4490906256058014	-0.203517036717614	10.747546535897571	-3.0433104181258144	0.015408684312754668	0.22408629471977504	-3.443255553720926
chr15:49982442:49982562:+:5S	3.7638750265372387	0.9195327451033819	6.6082173079710955	-2.260479424760957	3.0352832084375683	0.015601116758640147	0.22527570014603787	-2.795455014891623
chr11:3665165:3665258:-:HY4	0.9417662519632239	0.21976023446444837	1.6637722694619996	6.075775728325919	2.9919076755384073	0.0166850335040472	0.23923048038197256	-3.271606930263195
